s_city_id,s_lon,s_lat,Colonne1,e_City,e_lat,e_lon,Column1
896,-8.394,31.128,505,Rabat,34.02236,-6.8340222,
897,-8.394,31.128,505,Rabat,34.02236,-6.8340222,
898,-8.393,31.128,505,Rabat,34.02236,-6.8340222,
899,-8.394,31.128,505,Rabat,34.02236,-6.8340222,
900,-8.34,31.148,505,Rabat,34.02236,-6.8340222,
901,-8.34,31.15,505,Rabat,34.02236,-6.8340222,
902,-8.34,31.15,505,Rabat,34.02236,-6.8340222,
903,-8.34,31.151,505,Rabat,34.02236,-6.8340222,
904,-8.337,31.151,505,Rabat,34.02236,-6.8340222,
905,-8.337,31.151,505,Rabat,34.02236,-6.8340222,
906,-8.343,31.157,505,Rabat,34.02236,-6.8340222,
907,-8.344,31.143,505,Rabat,34.02236,-6.8340222,
908,-8.344,31.143,505,Rabat,34.02236,-6.8340222,
909,-8.344,31.143,505,Rabat,34.02236,-6.8340222,
910,-8.344,31.143,505,Rabat,34.02236,-6.8340222,
911,-8.344,31.142,505,Rabat,34.02236,-6.8340222,
912,-8.344,31.142,505,Rabat,34.02236,-6.8340222,
913,-8.37,31.188,505,Rabat,34.02236,-6.8340222,
914,-8.37,31.188,505,Rabat,34.02236,-6.8340222,
915,-8.392,31.158,505,Rabat,34.02236,-6.8340222,
916,-8.392,31.158,505,Rabat,34.02236,-6.8340222,
917,-8.391,31.157,505,Rabat,34.02236,-6.8340222,
918,-8.391,31.152,505,Rabat,34.02236,-6.8340222,
919,-8.392,31.153,505,Rabat,34.02236,-6.8340222,
920,-8.392,31.154,505,Rabat,34.02236,-6.8340222,
921,-8.394,31.154,505,Rabat,34.02236,-6.8340222,
922,-8.393,31.154,505,Rabat,34.02236,-6.8340222,
923,-8.394,31.154,505,Rabat,34.02236,-6.8340222,
924,-8.393,31.155,505,Rabat,34.02236,-6.8340222,
925,-8.393,31.156,505,Rabat,34.02236,-6.8340222,
926,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
927,-8.359,31.106,505,Rabat,34.02236,-6.8340222,
928,-8.359,31.108,505,Rabat,34.02236,-6.8340222,
929,-8.358,31.106,505,Rabat,34.02236,-6.8340222,
930,-8.358,31.107,505,Rabat,34.02236,-6.8340222,
931,-8.362,31.111,505,Rabat,34.02236,-6.8340222,
932,-8.369,31.108,505,Rabat,34.02236,-6.8340222,
933,-8.37,31.108,505,Rabat,34.02236,-6.8340222,
934,-8.377,31.106,505,Rabat,34.02236,-6.8340222,
935,-8.321,31.106,505,Rabat,34.02236,-6.8340222,
936,-8.322,31.106,505,Rabat,34.02236,-6.8340222,
937,-8.321,31.107,505,Rabat,34.02236,-6.8340222,
938,-8.321,31.107,505,Rabat,34.02236,-6.8340222,
939,-8.321,31.106,505,Rabat,34.02236,-6.8340222,
940,-8.321,31.106,505,Rabat,34.02236,-6.8340222,
941,-8.322,31.107,302,Casablanca,33.5945144,-7.6200284,
942,-8.322,31.107,302,Casablanca,33.5945144,-7.6200284,
943,-8.318,31.117,302,Casablanca,33.5945144,-7.6200284,
944,-8.318,31.117,302,Casablanca,33.5945144,-7.6200284,
945,-8.318,31.117,302,Casablanca,33.5945144,-7.6200284,
946,-8.318,31.12,302,Casablanca,33.5945144,-7.6200284,
947,-8.318,31.12,302,Casablanca,33.5945144,-7.6200284,
948,-8.317,31.12,302,Casablanca,33.5945144,-7.6200284,
949,-8.317,31.12,302,Casablanca,33.5945144,-7.6200284,
950,-8.36,31.108,505,Rabat,34.02236,-6.8340222,
951,-8.361,31.11,505,Rabat,34.02236,-6.8340222,
952,-8.393,31.154,403,Fes,34.0346534,-5.0161926,
953,-8.393,31.154,403,Fes,34.0346534,-5.0161926,
954,-8.393,31.155,403,Fes,34.0346534,-5.0161926,
